,user,points,state,vaccination_time,wave_no,decision,extraversion
371,324,100,S,None,5,0,3.3277
372,382,100,S,None,5,0,3.5
373,104,90,V,2014-10-06 19:05:00,5,1,3.875
374,315,90,V,2014-10-06 15:00:00,5,1,3.3277
375,117,100,S,None,5,0,3.3277
376,460,90,V,2014-10-06 14:05:00,5,1,2.125
377,402,90,V,2014-10-06 17:30:00,5,1,3.25
378,172,100,S,None,5,0,3.0
379,167,90,V,2014-10-06 18:05:00,5,1,3.375
380,282,100,S,None,5,0,3.125
381,367,90,V,2014-10-06 14:15:00,5,1,3.25
382,293,90,V,2014-10-06 14:10:00,5,1,3.125
383,5,90,V,2014-10-07 15:40:00,5,1,4.0
384,277,100,S,None,5,0,3.3277
385,390,100,S,None,5,0,4.25
386,349,100,S,None,5,0,3.75
387,128,100,S,None,5,0,3.25
388,465,100,S,None,5,0,3.0
389,195,100,S,None,5,0,2.875
390,20,100,S,None,5,0,3.25
391,397,65,V,2014-10-06 17:10:00,5,1,2.625
392,299,100,S,None,5,0,2.875
393,476,100,S,None,5,0,3.75
394,183,90,V,2014-10-07 02:30:00,5,1,2.75
395,445,90,V,2014-10-06 16:05:00,5,1,3.625
396,185,100,S,None,5,0,3.75
397,328,90,V,2014-10-06 14:55:00,5,1,3.625
398,129,100,S,None,5,0,3.875
399,64,100,S,None,5,0,3.875
400,312,90,V,2014-10-09 17:25:00,5,1,3.75
401,302,100,S,None,5,0,3.0
402,97,90,V,2014-10-06 16:10:00,5,1,2.875
403,280,100,S,None,5,0,3.0
404,395,100,S,None,5,0,3.625
405,196,100,S,None,5,0,3.3277
406,269,100,S,None,5,0,4.375
407,332,90,V,2014-10-06 15:00:00,5,1,2.875
408,14,100,S,None,5,0,3.75
409,231,90,V,2014-10-06 14:10:00,5,1,3.25
410,29,100,S,None,5,0,3.375
411,363,89,V,2014-10-06 22:20:00,5,1,2.75
412,331,100,S,None,5,0,3.3277
413,88,90,V,2014-10-20 20:25:00,6,1,3.0
414,88,90,V,2014-10-20 20:25:00,6,1,3.0
415,158,100,S,None,6,0,4.375
416,434,57,V,2014-10-20 14:20:00,6,1,2.25
417,327,76,R,None,6,0,2.5
418,455,50,R,None,6,0,3.25
419,137,100,S,None,6,0,1.625
420,25,100,S,None,6,0,3.25
421,226,100,S,None,6,0,3.125
422,288,43,R,None,6,0,3.375
423,446,90,V,2014-10-20 18:20:00,6,1,2.375
424,311,54,V,2014-10-20 20:15:00,6,1,2.125
425,441,90,V,2014-10-20 14:40:00,6,1,3.875
426,483,90,V,2014-10-21 17:10:00,6,1,4.125
427,92,100,S,None,6,0,4.25
428,300,90,V,2014-10-20 19:50:00,6,1,3.625
429,173,56,R,None,6,0,2.75
430,454,100,S,None,6,0,3.125
431,267,90,V,2014-10-20 14:10:00,6,1,3.125
432,9,90,V,2014-10-20 17:15:00,6,1,4.5
433,34,100,S,None,6,0,2.375
434,0,100,S,None,6,0,3.3277
435,388,100,S,None,6,0,3.25
436,22,100,S,None,6,0,3.75
437,337,100,S,None,6,0,2.75
438,145,90,V,2014-10-21 14:35:00,6,1,4.25
439,426,57,V,2014-10-20 14:10:00,6,1,4.0
440,98,71,V,2014-10-20 14:10:00,6,1,3.125
441,212,100,S,None,6,0,4.625
442,404,100,S,None,6,0,3.5
443,211,90,V,2014-10-20 23:30:00,6,1,2.125
444,385,100,S,None,6,0,4.0
445,308,100,S,None,6,0,3.625
446,432,100,S,None,6,0,3.625
447,270,100,S,None,6,0,2.75
448,439,61,V,2014-10-20 18:00:00,6,1,3.625
449,289,100,S,None,6,0,3.3277
450,355,90,V,2014-10-20 14:10:00,6,1,3.3277
451,197,37,R,None,6,0,4.375
452,42,100,S,None,6,0,4.625
453,468,100,S,None,6,0,3.0
454,187,100,S,None,6,0,3.25
455,23,100,S,None,6,0,4.5
456,256,90,V,2014-10-20 21:10:00,6,1,3.5
457,413,90,V,2014-10-23 22:35:00,6,1,2.5
458,101,100,S,None,6,0,3.3277
459,100,100,S,None,6,0,3.625
460,135,90,V,2014-10-20 15:35:00,6,1,3.75
461,360,47,R,None,6,0,2.875
462,55,90,V,2014-10-20 14:30:00,6,1,3.5
463,429,90,V,2014-10-20 15:40:00,6,1,3.5
464,82,100,S,None,6,0,2.5
465,347,100,S,None,6,0,3.375
466,156,100,S,None,6,0,4.25
467,30,100,S,None,6,0,3.3277
468,224,90,V,2014-10-20 17:30:00,6,1,2.125
469,19,100,S,None,6,0,2.875
470,301,100,S,None,6,0,3.0
471,437,90,V,2014-10-20 14:35:00,6,1,2.875
472,244,100,S,None,6,0,3.875
473,449,90,V,2014-10-20 14:25:00,6,1,2.5
474,470,90,V,2014-10-20 17:30:00,6,1,3.375
475,305,100,S,None,6,0,2.25
476,147,73,V,2014-10-20 19:55:00,6,1,3.125
477,225,100,S,None,6,0,2.75
478,425,100,S,None,6,0,4.0
479,359,90,V,2014-10-20 14:10:00,6,1,2.375
480,188,100,S,None,6,0,2.5
481,136,90,V,2014-10-20 14:50:00,6,1,3.625
482,108,90,V,2014-10-20 17:30:00,6,1,2.875
483,336,100,S,None,6,0,3.3277
484,56,100,S,None,6,0,3.375
485,205,100,S,None,6,0,3.875
486,130,90,V,2014-10-20 19:15:00,6,1,3.125
487,60,55,V,2014-10-20 15:00:00,6,1,2.5
488,21,100,S,None,6,0,3.5
489,320,90,V,2014-10-20 17:20:00,6,1,3.25
490,462,100,S,None,6,0,3.875
491,229,100,S,None,6,0,3.25
492,375,100,S,None,6,0,3.125
493,223,100,S,None,6,0,3.25
494,234,100,S,None,6,0,3.3277
495,420,100,S,None,6,0,3.375
496,206,100,S,None,6,0,3.625
497,253,90,V,2014-10-21 23:10:00,6,1,4.0
498,116,90,V,2014-10-20 14:10:00,6,1,2.75
499,240,100,S,None,6,0,3.3277
500,408,100,S,None,6,0,3.0
501,95,100,S,None,6,0,3.5
502,6,100,S,None,6,0,2.75
503,112,100,S,None,6,0,3.3277
504,236,48,V,2014-10-20 14:40:00,6,1,3.625
505,140,100,S,None,6,0,2.5
506,215,100,S,None,6,0,3.3277
507,49,77,V,2014-10-22 14:10:00,6,1,4.125
508,11,100,S,None,6,0,3.75
509,111,55,V,2014-10-20 17:10:00,6,1,2.75
510,86,74,V,2014-10-20 14:15:00,6,1,3.125
511,122,100,S,None,6,0,2.5
512,51,100,S,None,6,0,3.5
513,63,100,S,None,6,0,3.125
514,490,90,V,2014-10-23 19:35:00,6,1,2.75
515,346,100,S,None,6,0,2.5
516,407,90,V,2014-10-20 14:20:00,6,1,3.25
517,419,100,S,None,6,0,4.125
518,194,100,S,None,6,0,3.3277
519,403,47,R,None,6,0,4.25
520,457,90,V,2014-10-20 15:15:00,6,1,3.125
521,268,100,S,None,6,0,3.3277
522,41,90,V,2014-10-20 17:30:00,6,1,3.875
523,90,100,S,None,6,0,3.125
524,71,56,V,2014-10-20 14:10:00,6,1,4.0
525,96,100,S,None,6,0,3.25
526,40,100,S,None,6,0,3.3277
527,208,100,S,None,6,0,3.3277
528,322,100,S,None,6,0,2.25
529,102,100,S,None,6,0,3.3277
530,74,100,S,None,6,0,3.0
531,175,100,S,None,6,0,4.0
532,239,100,S,None,6,0,3.75
533,17,100,S,None,6,0,3.5
534,126,100,S,None,6,0,3.5
535,170,100,S,None,6,0,3.875
536,492,84,V,2014-10-20 14:15:00,6,1,3.0
537,313,90,V,2014-10-20 14:20:00,6,1,3.125
538,241,100,S,None,6,0,3.625
539,459,100,S,None,6,0,3.375
540,171,100,S,None,6,0,1.875
541,370,90,V,2014-10-20 19:10:00,6,1,2.375
542,125,90,V,2014-10-21 16:55:00,6,1,3.75
543,387,72,S,None,6,0,2.5
544,444,100,S,None,6,0,4.0
545,330,100,S,None,6,0,3.5
546,79,100,S,None,6,0,3.0
547,254,100,S,None,6,0,2.75
548,1,100,S,None,6,0,3.125
549,138,100,S,None,6,0,3.3277
550,423,100,S,None,6,0,2.5
551,318,90,V,2014-10-20 14:15:00,6,1,3.75
552,365,100,S,None,6,0,4.625
553,18,90,V,2014-10-20 18:05:00,6,1,3.75
554,411,100,S,None,6,0,3.3277
555,489,100,S,None,6,0,3.625
556,164,90,V,2014-10-21 14:45:00,6,1,3.75
557,89,90,V,2014-10-21 10:45:00,6,1,2.25
558,114,100,S,None,6,0,3.75
559,186,47,R,None,6,0,2.375
560,200,100,S,None,6,0,2.375
561,458,90,V,2014-10-20 14:10:00,6,1,3.0
562,181,90,V,2014-10-20 15:20:00,6,1,4.0
563,192,100,S,None,6,0,3.875
564,450,90,V,2014-10-24 16:30:00,6,1,3.5
565,266,100,S,None,6,0,3.3277
566,471,100,S,None,6,0,3.5
567,157,90,V,2014-10-20 14:35:00,6,1,4.875
568,295,100,S,None,6,0,3.0
569,76,90,V,2014-10-20 15:15:00,6,1,3.3277
570,106,100,S,None,6,0,3.3277
571,146,90,V,2014-10-20 19:00:00,6,1,2.25
572,400,90,V,2014-10-21 01:55:00,6,1,3.75
573,294,100,S,None,6,0,4.375
574,143,64,V,2014-10-20 15:40:00,6,1,2.0
575,467,100,S,None,6,0,2.75
576,303,60,R,None,6,0,4.375
577,242,100,S,None,6,0,3.875
578,361,100,S,None,6,0,4.625
579,374,100,S,None,6,0,1.625
580,149,100,S,None,6,0,2.5
581,238,72,V,2014-10-20 14:15:00,6,1,4.875
582,485,56,V,2014-10-20 16:30:00,6,1,2.875
583,265,100,S,None,6,0,4.125
584,123,100,S,None,6,0,2.375
585,344,100,S,None,6,0,3.3277
586,428,100,S,None,6,0,3.3277
587,59,85,R,None,6,0,3.125
588,131,100,S,None,6,0,4.0
589,415,100,S,None,6,0,3.75
590,334,100,S,None,6,0,1.875
591,222,90,V,2014-10-20 16:05:00,6,1,3.625
592,274,100,S,None,6,0,3.5
593,62,100,S,None,6,0,3.3277
594,179,100,S,None,6,0,3.625
595,201,49,R,None,6,0,3.0
596,373,100,S,None,6,0,4.625
597,463,100,S,None,6,0,3.625
598,85,100,S,None,6,0,2.75
599,356,90,V,2014-10-20 14:15:00,6,1,4.0
600,475,100,S,None,6,0,4.375
601,141,100,S,None,6,0,3.375
602,184,100,S,None,6,0,3.0
603,81,90,V,2014-10-20 14:25:00,6,1,2.625
604,371,100,S,None,6,0,3.0
605,422,100,S,None,6,0,3.3277
606,233,100,S,None,6,0,3.375
607,113,100,S,None,6,0,3.625
608,58,100,S,None,6,0,2.625
609,392,90,V,2014-10-20 14:10:00,6,1,2.875
610,321,90,V,2014-10-24 16:35:00,6,1,3.125
611,161,100,S,None,6,0,3.3277
612,77,100,S,None,6,0,2.5
613,399,100,S,None,6,0,4.0
614,251,50,V,2014-10-20 16:25:00,6,1,2.375
615,319,100,S,None,6,0,3.75
616,252,100,S,None,6,0,2.75
617,366,100,S,None,6,0,3.375
618,69,90,V,2014-10-20 14:10:00,6,1,4.25
619,216,90,V,2014-10-20 20:20:00,6,1,3.625
620,493,100,S,None,6,0,2.375
621,298,90,V,2014-10-20 20:05:00,6,1,2.875
622,132,90,V,2014-10-20 17:10:00,6,1,3.625
623,44,100,S,None,6,0,3.3277
624,259,100,S,None,6,0,3.0
625,176,60,V,2014-10-20 14:10:00,6,1,3.625
626,163,90,V,2014-10-25 18:10:00,6,1,4.75
627,405,100,S,None,6,0,3.3277
628,412,100,S,None,6,0,3.3277
629,258,100,S,None,6,0,2.75
630,232,100,S,None,6,0,4.5
631,12,100,S,None,6,0,3.625
632,54,100,S,None,6,0,3.3277
633,383,100,S,None,6,0,2.25
634,43,100,S,None,6,0,4.125
635,391,100,S,None,6,0,3.5
636,335,100,S,None,6,0,3.3277
637,245,100,S,None,6,0,3.3277
638,296,100,S,None,6,0,2.75
639,417,55,V,2014-10-20 14:05:00,6,1,3.375
640,66,90,V,2014-10-20 14:10:00,6,1,3.375
641,174,90,V,2014-10-20 15:25:00,6,1,4.25
642,107,90,V,2014-10-20 16:55:00,6,1,2.375
643,401,90,V,2014-10-21 19:50:00,6,1,2.625
644,323,90,V,2014-10-23 16:35:00,6,1,3.25
645,110,100,S,None,6,0,3.0
646,264,100,S,None,6,0,4.0
647,150,100,S,None,6,0,3.625
648,35,90,V,2014-10-24 14:15:00,6,1,3.3277
649,15,100,S,None,6,0,3.375
650,482,100,S,None,6,0,3.125
651,78,100,S,None,6,0,3.125
652,190,72,R,None,6,0,2.75
653,75,100,S,None,6,0,4.5
654,228,90,V,2014-10-20 15:20:00,6,1,2.75
655,364,80,R,None,6,0,1.875
656,350,100,S,None,6,0,3.25
657,381,100,S,None,6,0,3.3277
658,481,100,S,None,6,0,3.125
659,65,100,S,None,6,0,3.375
660,358,100,S,None,6,0,3.375
661,325,42,R,None,6,0,2.875
662,220,100,S,None,6,0,3.625
663,250,90,V,None,6,1,4.875
664,203,57,V,2014-10-20 14:30:00,6,1,2.875
665,275,90,V,2014-10-20 14:45:00,6,1,2.375
666,291,100,S,None,6,0,3.3277
667,57,100,S,None,6,0,2.5
668,430,100,S,None,6,0,3.75
669,144,100,S,None,6,0,4.0
670,354,100,S,None,6,0,2.75
671,80,100,S,None,6,0,3.75
672,2,100,S,None,6,0,2.875
673,384,100,S,None,6,0,2.5
674,433,100,S,None,6,0,3.3277
675,3,90,V,2014-10-20 14:20:00,6,1,4.25
676,70,90,V,2014-10-21 16:55:00,6,1,4.75
677,304,100,S,None,6,0,3.3277
678,204,100,S,None,6,0,3.3277
679,478,100,S,None,6,0,3.3277
680,376,100,S,None,6,0,3.625
681,406,100,S,None,6,0,4.75
682,427,100,S,None,6,0,3.5
683,290,100,S,None,6,0,3.5
684,435,100,S,None,6,0,3.625
685,285,100,S,None,6,0,2.875
686,353,100,S,None,6,0,1.5
687,237,100,S,None,6,0,3.5
688,127,100,S,None,6,0,3.0
689,50,100,S,None,6,0,3.3277
690,261,90,V,2014-10-20 14:10:00,6,1,4.25
691,466,90,V,2014-10-22 18:05:00,6,1,3.3277
692,451,100,S,None,6,0,2.25
693,276,50,R,None,6,0,3.875
694,48,100,S,None,6,0,3.3277
695,486,90,V,2014-10-21 14:10:00,6,1,3.125
696,38,90,V,2014-10-24 07:30:00,6,1,3.25
697,260,90,V,2014-10-20 14:10:00,6,1,3.125
698,345,90,V,2014-10-20 17:20:00,6,1,3.625
699,443,100,S,None,6,0,3.375
700,10,100,S,None,6,0,3.3277
701,180,90,V,2014-10-20 17:30:00,6,1,3.125
702,247,51,V,2014-10-20 14:15:00,6,1,3.75
703,472,100,S,None,6,0,3.5
704,479,100,S,None,6,0,3.3277
705,118,67,V,2014-10-21 14:15:00,6,1,4.375
706,133,100,S,None,6,0,3.0
707,207,74,V,2014-10-20 16:40:00,6,1,2.375
708,124,58,R,None,6,0,3.375
709,166,90,V,2014-10-20 15:05:00,6,1,4.0
710,379,100,S,None,6,0,3.875
711,178,100,S,None,6,0,2.375
712,477,100,S,None,6,0,3.5
713,394,100,S,None,6,0,2.875
714,219,50,V,2014-10-20 14:20:00,6,1,2.25
715,8,100,S,None,6,0,4.5
716,246,57,V,2014-10-20 14:15:00,6,1,4.375
717,272,100,S,None,6,0,3.3277
718,248,90,V,2014-10-20 17:25:00,6,1,3.625
719,83,100,S,None,6,0,2.625
720,409,63,V,2014-10-20 21:50:00,6,1,3.125
721,4,100,S,None,6,0,2.5
722,119,90,V,2014-10-20 20:50:00,6,1,2.75
723,151,100,S,None,6,0,2.25
724,340,100,S,None,6,0,3.125
725,416,90,V,2014-10-20 17:20:00,6,1,3.375
726,453,100,S,None,6,0,2.75
727,52,90,V,2014-10-20 17:15:00,6,1,3.5
728,142,100,S,None,6,0,3.875
729,286,90,V,2014-10-20 14:20:00,6,1,4.25
730,309,44,R,None,6,0,2.25
731,191,67,V,2014-10-20 14:10:00,6,1,3.125
732,314,100,S,None,6,0,3.375
733,13,90,V,2014-10-20 14:35:00,6,1,3.75
734,249,69,V,2014-10-21 17:30:00,6,1,3.75
735,121,100,S,None,6,0,3.3277
736,343,100,S,None,6,0,3.875
737,36,100,S,None,6,0,3.125
738,218,100,S,None,6,0,3.875
739,16,90,V,2014-10-20 14:15:00,6,1,3.75
740,209,100,S,None,6,0,3.3277
741,389,100,S,None,6,0,2.875
742,431,100,S,None,6,0,3.125
743,73,100,S,None,6,0,3.0
744,278,90,V,2014-10-20 16:30:00,6,1,4.0
745,169,100,S,None,6,0,3.3277
746,329,60,R,None,6,0,3.0
747,91,90,V,2014-10-20 15:15:00,6,1,2.875
748,307,100,S,None,6,0,3.25
749,257,90,V,2014-10-20 18:10:00,6,1,3.25
750,72,100,S,None,6,0,3.75
751,94,100,S,None,6,0,3.3277
752,227,100,S,None,6,0,3.625
753,39,90,V,2014-10-24 15:25:00,6,1,4.125
754,198,100,S,None,6,0,3.125
755,168,100,S,None,6,0,3.3277
756,372,90,V,2014-10-21 01:30:00,6,1,4.75
757,27,90,V,2014-10-20 14:10:00,6,1,3.875
758,480,100,S,None,6,0,3.3277
759,281,100,S,None,6,0,3.3277
760,292,100,S,None,6,0,2.75
761,120,100,S,None,6,0,3.625
762,306,100,S,None,6,0,3.125
763,263,100,S,None,6,0,3.375
764,279,90,V,2014-10-20 14:25:00,6,1,3.875
765,447,90,V,2014-10-22 14:25:00,6,1,3.5
766,139,100,S,None,6,0,3.3277
767,67,80,V,2014-10-26 15:30:00,6,1,4.25
768,440,100,S,None,6,0,3.25
769,210,100,S,None,6,0,2.125
770,154,100,S,None,6,0,2.5
771,105,43,R,None,6,0,3.125
772,324,100,S,None,6,0,3.3277
773,382,100,S,None,6,0,3.5
774,104,90,V,2014-10-20 14:15:00,6,1,3.875
775,315,100,S,None,6,0,3.3277
776,117,100,S,None,6,0,3.3277
777,460,100,S,None,6,0,2.125
778,402,90,V,2014-10-21 03:15:00,6,1,3.25
779,172,100,S,None,6,0,3.0
780,167,90,V,2014-10-20 14:35:00,6,1,3.375
781,282,100,S,None,6,0,3.125
782,367,90,V,2014-10-20 14:10:00,6,1,3.25
783,293,61,V,2014-10-20 17:40:00,6,1,3.125
784,5,90,V,2014-10-20 14:10:00,6,1,4.0
785,277,100,S,None,6,0,3.3277
786,390,100,S,None,6,0,4.25
787,349,100,S,None,6,0,3.75
788,128,100,S,None,6,0,3.25
789,465,100,S,None,6,0,3.0
790,195,90,V,2014-10-21 14:15:00,6,1,2.875
791,199,100,S,None,6,0,2.625
792,20,100,S,None,6,0,3.25
793,397,90,V,2014-10-21 02:25:00,6,1,2.625
794,299,100,S,None,6,0,2.875
795,476,100,S,None,6,0,3.75
796,183,90,V,2014-10-20 14:20:00,6,1,2.75
797,445,90,V,2014-10-20 21:00:00,6,1,3.625
798,185,100,S,None,6,0,3.75
799,328,66,V,2014-10-20 14:10:00,6,1,3.625
800,129,100,S,None,6,0,3.875
801,64,100,S,None,6,0,3.875
802,312,100,S,None,6,0,3.75
803,302,100,S,None,6,0,3.0
804,97,90,V,2014-10-20 14:10:00,6,1,2.875
805,61,90,V,2014-10-20 14:10:00,6,1,2.375
806,280,100,S,None,6,0,3.0
807,395,42,R,None,6,0,3.625
808,196,100,S,None,6,0,3.3277
809,332,90,V,2014-10-20 14:10:00,6,1,2.875
810,14,100,S,None,6,0,3.75
811,231,90,V,2014-10-20 17:20:00,6,1,3.25
812,29,100,S,None,6,0,3.375
813,363,90,V,2014-10-21 15:05:00,6,1,2.75
814,331,100,S,None,6,0,3.3277
815,88,54,R,None,7,0,3.0
816,88,54,R,None,7,0,3.0
817,158,100,S,None,7,0,4.375
818,434,58,R,None,7,0,2.25
819,327,100,S,None,7,0,2.5
820,455,43,R,None,7,0,3.25
821,137,100,S,None,7,0,1.625
822,25,100,S,None,7,0,3.25
823,226,100,S,None,7,0,3.125
824,288,90,V,2014-10-27 17:05:00,7,1,3.375
825,446,90,V,2014-10-27 14:15:00,7,1,2.375
826,311,90,V,2014-10-27 17:20:00,7,1,2.125
827,441,90,V,2014-10-28 14:10:00,7,1,3.875
828,483,90,V,2014-10-28 04:00:00,7,1,4.125
829,300,72,V,2014-10-27 14:35:00,7,1,3.625
830,173,100,S,None,7,0,2.75
831,454,100,S,None,7,0,3.125
832,267,90,V,2014-10-27 15:35:00,7,1,3.125
833,9,90,V,2014-10-27 14:40:00,7,1,4.5
834,34,41,R,None,7,0,2.375
835,410,70,R,None,7,0,3.875
836,0,100,S,None,7,0,3.3277
837,388,100,S,None,7,0,3.25
838,22,100,S,None,7,0,3.75
839,337,100,S,None,7,0,2.75
840,145,73,R,None,7,0,4.25
841,426,90,V,2014-10-27 14:15:00,7,1,4.0
842,98,90,V,2014-10-27 15:05:00,7,1,3.125
843,487,90,V,2014-11-01 15:35:00,7,1,3.25
844,212,52,R,None,7,0,4.625
845,404,100,S,None,7,0,3.5
846,211,90,V,2014-10-27 14:10:00,7,1,2.125
847,385,100,S,None,7,0,4.0
848,308,90,V,2014-10-27 14:10:00,7,1,3.625
849,432,90,V,2014-10-30 21:05:00,7,1,3.625
850,424,53,R,None,7,0,3.75
851,439,90,V,2014-10-27 14:35:00,7,1,3.625
852,289,100,S,None,7,0,3.3277
853,355,90,V,2014-10-27 16:10:00,7,1,3.3277
854,197,90,V,2014-10-27 14:10:00,7,1,4.375
855,42,46,R,None,7,0,4.625
856,468,100,S,None,7,0,3.0
857,187,100,S,None,7,0,3.25
858,23,70,R,None,7,0,4.5
859,413,100,S,None,7,0,2.5
860,101,100,S,None,7,0,3.3277
861,100,90,V,2014-10-28 01:40:00,7,1,3.625
862,135,62,V,2014-10-27 18:25:00,7,1,3.75
863,55,58,R,None,7,0,3.5
864,429,90,V,2014-10-27 17:15:00,7,1,3.5
865,82,65,R,None,7,0,2.5
866,347,100,S,None,7,0,3.375
867,156,63,R,None,7,0,4.25
868,30,100,S,None,7,0,3.3277
869,19,100,S,None,7,0,2.875
870,301,50,R,None,7,0,3.0
871,437,90,V,2014-10-27 14:25:00,7,1,2.875
872,244,100,S,None,7,0,3.875
873,449,90,V,2014-10-27 14:40:00,7,1,2.5
874,470,50,V,2014-10-27 18:20:00,7,1,3.375
875,305,46,R,None,7,0,2.25
876,147,100,S,None,7,0,3.125
877,225,100,S,None,7,0,2.75
878,359,59,V,2014-10-27 14:10:00,7,1,2.375
879,188,100,S,None,7,0,2.5
880,136,90,V,2014-10-28 17:35:00,7,1,3.625
881,336,100,S,None,7,0,3.3277
882,56,100,S,None,7,0,3.375
883,205,100,S,None,7,0,3.875
884,130,90,V,2014-10-27 18:05:00,7,1,3.125
885,60,58,V,2014-10-27 14:30:00,7,1,2.5
886,21,100,S,None,7,0,3.5
887,462,41,R,None,7,0,3.875
888,229,100,S,None,7,0,3.25
889,448,100,S,None,7,0,3.0
890,375,100,S,None,7,0,3.125
891,223,53,R,None,7,0,3.25
892,234,100,S,None,7,0,3.3277
893,253,100,S,None,7,0,4.0
894,116,59,V,2014-10-29 07:50:00,7,1,2.75
895,240,100,S,None,7,0,3.3277
896,408,51,R,None,7,0,3.0
897,95,100,S,None,7,0,3.5
898,6,100,S,None,7,0,2.75
899,236,90,V,2014-10-27 19:15:00,7,1,3.625
900,140,100,S,None,7,0,2.5
901,215,100,S,None,7,0,3.3277
902,49,90,V,2014-10-27 14:15:00,7,1,4.125
903,11,44,R,None,7,0,3.75
904,111,90,V,2014-10-27 14:10:00,7,1,2.75
905,86,62,V,2014-10-27 14:10:00,7,1,3.125
906,122,100,S,None,7,0,2.5
907,51,54,R,None,7,0,3.5
908,63,65,R,None,7,0,3.125
909,490,100,S,None,7,0,2.75
910,346,60,R,None,7,0,2.5
911,407,100,S,None,7,0,3.25
912,419,100,S,None,7,0,4.125
913,194,100,S,None,7,0,3.3277
914,403,55,V,2014-10-27 17:15:00,7,1,4.25
915,457,90,V,2014-10-27 18:00:00,7,1,3.125
916,165,100,S,None,7,0,3.0
917,268,100,S,None,7,0,3.3277
918,41,90,V,2014-10-27 14:15:00,7,1,3.875
919,90,44,R,None,7,0,3.125
920,71,54,R,None,7,0,4.0
921,96,100,S,None,7,0,3.25
922,40,100,S,None,7,0,3.3277
923,208,100,S,None,7,0,3.3277
924,322,38,R,None,7,0,2.25
925,102,100,S,None,7,0,3.3277
926,74,100,S,None,7,0,3.0
927,175,64,R,None,7,0,4.0
928,239,71,R,None,7,0,3.75
929,17,67,S,None,7,0,3.5
930,126,58,R,None,7,0,3.5
931,170,100,S,None,7,0,3.875
932,492,90,V,2014-10-27 17:30:00,7,1,3.0
933,313,90,V,2014-10-28 10:20:00,7,1,3.125
934,241,100,S,None,7,0,3.625
935,459,54,V,2014-10-31 18:15:00,7,1,3.375
936,171,100,S,None,7,0,1.875
937,125,90,V,2014-10-27 18:45:00,7,1,3.75
938,310,43,R,None,7,0,3.375
939,387,100,S,None,7,0,2.5
940,444,100,S,None,7,0,4.0
941,79,57,R,None,7,0,3.0
942,254,100,S,None,7,0,2.75
943,1,100,S,None,7,0,3.125
944,138,100,S,None,7,0,3.3277
945,423,100,S,None,7,0,2.5
946,318,67,V,2014-10-27 17:10:00,7,1,3.75
947,365,100,S,None,7,0,4.625
948,18,90,V,2014-10-27 18:45:00,7,1,3.75
949,489,100,S,None,7,0,3.625
950,164,100,S,None,7,0,3.75
951,89,90,V,2014-10-27 20:50:00,7,1,2.25
952,114,100,S,None,7,0,3.75
953,186,100,S,None,7,0,2.375
954,200,100,S,None,7,0,2.375
955,458,50,R,None,7,0,3.0
956,181,47,R,None,7,0,4.0
957,192,90,V,2014-10-27 17:50:00,7,1,3.875
958,450,90,V,2014-10-30 16:30:00,7,1,3.5
959,266,100,S,None,7,0,3.3277
960,471,57,R,None,7,0,3.5
961,157,90,V,2014-10-27 20:05:00,7,1,4.875
962,68,100,S,None,7,0,3.3277
963,295,100,S,None,7,0,3.0
964,76,63,R,None,7,0,3.3277
965,106,100,S,None,7,0,3.3277
966,146,90,V,2014-10-27 15:45:00,7,1,2.25
967,400,90,V,2014-10-30 03:55:00,7,1,3.75
968,294,100,S,None,7,0,4.375
969,143,50,R,None,7,0,2.0
970,467,100,S,None,7,0,2.75
971,303,90,V,2014-10-27 16:40:00,7,1,4.375
972,242,90,V,2014-10-27 17:10:00,7,1,3.875
973,361,100,S,None,7,0,4.625
974,374,100,S,None,7,0,1.625
975,202,100,S,None,7,0,3.375
976,149,100,S,None,7,0,2.5
977,485,90,V,2014-10-27 15:05:00,7,1,2.875
978,265,90,V,2014-10-27 19:20:00,7,1,4.125
979,123,100,S,None,7,0,2.375
980,428,50,R,None,7,0,3.3277
981,59,36,R,None,7,0,3.125
982,131,100,S,None,7,0,4.0
983,415,100,S,None,7,0,3.75
984,334,100,S,None,7,0,1.875
985,222,48,R,None,7,0,3.625
986,274,90,V,2014-10-30 20:45:00,7,1,3.5
987,62,100,S,None,7,0,3.3277
988,179,39,R,None,7,0,3.625
989,201,48,R,None,7,0,3.0
990,373,100,S,None,7,0,4.625
991,463,90,V,2014-10-31 15:05:00,7,1,3.625
992,85,100,S,None,7,0,2.75
993,356,36,R,None,7,0,4.0
994,475,47,R,None,7,0,4.375
995,141,58,R,None,7,0,3.375
996,184,100,S,None,7,0,3.0
997,81,69,R,None,7,0,2.625
998,371,100,S,None,7,0,3.0
999,422,100,S,None,7,0,3.3277
1000,233,53,R,None,7,0,3.375
1001,58,100,S,None,7,0,2.625
1002,392,90,V,2014-10-27 14:10:00,7,1,2.875
1003,161,80,R,None,7,0,3.3277
1004,77,100,S,None,7,0,2.5
1005,399,100,S,None,7,0,4.0
1006,251,59,V,2014-10-27 17:10:00,7,1,2.375
1007,319,100,S,None,7,0,3.75
1008,252,44,R,None,7,0,2.75
1009,366,56,R,None,7,0,3.375
1010,69,90,V,2014-10-28 01:40:00,7,1,4.25
1011,216,44,R,None,7,0,3.625
1012,493,48,R,None,7,0,2.375
1013,298,90,V,2014-10-27 17:10:00,7,1,2.875
