,user,wave_no,vaccination_time,total_interactions,vaccinated_interactions,infected_interactions,recovered_interactions,susceptible_interactions,vaccinated_all,infected_all,recovered_all,susceptible_all
65,60,9,2014-11-10 14:10:00,15,13.333333333333334,0.0,6.666666666666667,80.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
66,21,9,,1681,21.415823914336706,0.0,0.0,78.58417608566329,30.64516129032258,0.0,3.763440860215054,65.59139784946237
67,320,9,2014-11-10 15:05:00,601,32.27953410981697,0.0,0.6655574043261231,67.0549084858569,30.64516129032258,0.0,3.763440860215054,65.59139784946237
68,462,9,,1914,27.11598746081505,0.0,0.5747126436781609,72.3092998955068,30.64516129032258,0.0,3.763440860215054,65.59139784946237
69,229,9,,703,22.759601706970127,0.0,0.0,77.24039829302988,30.64516129032258,0.0,3.763440860215054,65.59139784946237
70,448,9,,309,19.741100323624597,0.0,6.472491909385113,73.7864077669903,30.64516129032258,0.0,3.763440860215054,65.59139784946237
71,375,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
72,223,9,,1579,25.90246991766941,0.0,1.4566181127295756,72.64091196960102,30.64516129032258,0.0,3.763440860215054,65.59139784946237
73,234,9,,20,50.0,0.0,0.0,50.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
74,420,9,2014-11-10 18:45:00,2328,19.84536082474227,0.0,0.0,80.15463917525774,30.64516129032258,0.0,3.763440860215054,65.59139784946237
75,206,9,,795,13.459119496855346,0.0,1.7610062893081762,84.77987421383648,30.64516129032258,0.0,3.763440860215054,65.59139784946237
76,253,9,,195,10.256410256410255,0.0,1.0256410256410255,88.71794871794872,30.64516129032258,0.0,3.763440860215054,65.59139784946237
77,116,9,2014-11-10 14:15:00,1455,30.309278350515463,0.0,0.274914089347079,69.41580756013745,30.64516129032258,0.0,3.763440860215054,65.59139784946237
78,240,9,,84,29.761904761904763,0.0,0.0,70.23809523809523,30.64516129032258,0.0,3.763440860215054,65.59139784946237
79,408,9,,1063,27.84571966133584,0.0940733772342427,0.0940733772342427,71.96613358419567,30.64516129032258,0.0,3.763440860215054,65.59139784946237
80,95,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
81,6,9,,87,1.1494252873563218,0.0,0.0,98.85057471264368,30.64516129032258,0.0,3.763440860215054,65.59139784946237
82,236,9,2014-11-10 15:40:00,994,38.732394366197184,0.0,4.124748490945674,57.14285714285714,30.64516129032258,0.0,3.763440860215054,65.59139784946237
83,140,9,,764,23.69109947643979,0.0,1.1780104712041886,75.13089005235602,30.64516129032258,0.0,3.763440860215054,65.59139784946237
84,215,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
85,49,9,2014-11-10 14:15:00,1914,23.301985370950888,0.0,0.0,76.69801462904911,30.64516129032258,0.0,3.763440860215054,65.59139784946237
86,11,9,,746,41.01876675603217,0.0,0.6702412868632708,58.31099195710456,30.64516129032258,0.0,3.763440860215054,65.59139784946237
87,111,9,2014-11-10 14:25:00,201,29.35323383084577,0.0,0.0,70.64676616915423,30.64516129032258,0.0,3.763440860215054,65.59139784946237
88,86,9,2014-11-10 15:25:00,1329,27.614747930775017,0.0,0.0,72.38525206922498,30.64516129032258,0.0,3.763440860215054,65.59139784946237
89,122,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
90,51,9,,745,62.95302013422819,0.0,2.416107382550336,34.630872483221474,30.64516129032258,0.0,3.763440860215054,65.59139784946237
91,63,9,,1970,28.12182741116751,0.0,0.0507614213197969,71.77664974619289,30.64516129032258,0.0,3.763440860215054,65.59139784946237
92,490,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
93,346,9,,8,0.0,0.0,0.0,100.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
94,407,9,,293,18.088737201365188,1.023890784982935,1.023890784982935,79.86348122866895,30.64516129032258,0.0,3.763440860215054,65.59139784946237
95,419,9,,638,7.523510971786834,0.1567398119122257,0.4702194357366771,91.84952978056428,30.64516129032258,0.0,3.763440860215054,65.59139784946237
96,194,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
97,403,9,2014-11-10 14:10:00,1894,34.21330517423443,0.0,0.4223864836325237,65.31151003167899,30.64516129032258,0.0,3.763440860215054,65.59139784946237
98,457,9,2014-11-10 14:15:00,2727,23.02896956362303,0.11001100110011,1.0634396773010637,75.7975797579758,30.64516129032258,0.0,3.763440860215054,65.59139784946237
99,165,9,,827,12.575574365175331,0.0,0.0,87.42442563482467,30.64516129032258,0.0,3.763440860215054,65.59139784946237
100,268,9,,178,24.15730337078652,0.0,3.932584269662921,71.91011235955057,30.64516129032258,0.0,3.763440860215054,65.59139784946237
101,41,9,2014-11-10 14:10:00,605,35.53719008264463,0.0,0.1652892561983471,64.29752066115702,30.64516129032258,0.0,3.763440860215054,65.59139784946237
102,90,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
103,71,9,2014-11-10 15:25:00,5,100.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
104,96,9,,1,0.0,0.0,0.0,100.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
105,40,9,,29,0.0,0.0,100.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
106,208,9,,67,2.985074626865672,0.0,0.0,97.01492537313432,30.64516129032258,0.0,3.763440860215054,65.59139784946237
107,322,9,,815,1.1042944785276074,0.1226993865030675,0.0,98.77300613496932,30.64516129032258,0.0,3.763440860215054,65.59139784946237
108,102,9,,50,32.0,0.0,0.0,68.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
109,74,9,,0,0.0,0.0,0.0,0.0,30.64516129032258,0.0,3.763440860215054,65.59139784946237
110,175,9,,1600,22.0625,0.0,0.0,77.9375,30.64516129032258,0.0,3.763440860215054,65.59139784946237
111,239,9,2014-11-12 01:20:00,2494,54.5308740978348,0.0,2.68644747393745,42.542101042502,30.64516129032258,0.0,3.763440860215054,65.59139784946237
112,170,9,,1664,30.46875,0.0,0.1201923076923077,69.4110576923077,30.64516129032258,0.0,3.763440860215054,65.59139784946237
