,user,points,state,vaccination_time,wave_no,decision,extraversion
655,286,57,V,2014-11-17 14:10:00,10,1,4.25
656,33,90,V,2014-11-17 14:10:00,10,1,3.625
657,309,100,S,None,10,0,2.25
658,191,57,V,2014-11-17 14:10:00,10,1,3.125
659,314,100,S,None,10,0,3.375
660,13,90,V,2014-11-17 14:15:00,10,1,3.75
661,249,100,S,None,10,0,3.75
662,121,100,S,None,10,0,3.3277
663,343,100,S,None,10,0,3.875
664,36,100,S,None,10,0,3.125
665,134,90,V,2014-11-17 18:10:00,10,1,2.5
666,218,100,S,None,10,0,3.875
667,16,90,V,2014-11-17 14:20:00,10,1,3.75
668,209,49,R,None,10,0,3.3277
669,93,52,V,2014-11-23 19:10:00,10,1,3.5
670,389,100,S,None,10,0,2.875
671,431,100,S,None,10,0,3.125
672,73,100,S,None,10,0,3.0
673,329,67,R,None,10,0,3.0
674,91,90,V,2014-11-18 00:15:00,10,1,2.875
675,307,100,S,None,10,0,3.25
676,257,100,S,None,10,0,3.25
677,72,90,V,2014-11-22 18:10:00,10,1,3.75
678,94,100,S,None,10,0,3.3277
679,227,100,S,None,10,0,3.625
680,39,42,R,None,10,0,4.125
681,198,100,S,None,10,0,3.125
682,168,100,S,None,10,0,3.3277
683,372,62,V,2014-11-18 21:00:00,10,1,4.75
684,27,57,R,None,10,0,3.875
685,480,100,S,None,10,0,3.3277
686,281,100,S,None,10,0,3.3277
687,292,100,S,None,10,0,2.75
688,120,100,S,None,10,0,3.625
689,306,100,S,None,10,0,3.125
690,263,53,R,None,10,0,3.375
691,279,56,V,2014-11-17 14:10:00,10,1,3.875
692,447,75,R,None,10,0,3.5
693,139,100,S,None,10,0,3.3277
694,67,54,R,None,10,0,4.25
695,105,100,S,None,10,0,3.125
696,324,100,S,None,10,0,3.3277
697,326,100,S,None,10,0,3.3277
698,382,100,S,None,10,0,3.5
699,104,90,V,2014-11-17 17:10:00,10,1,3.875
700,315,100,S,None,10,0,3.3277
701,460,90,V,2014-11-18 02:55:00,10,1,2.125
702,402,90,V,2014-11-17 18:55:00,10,1,3.25
703,172,100,S,None,10,0,3.0
704,167,100,S,None,10,0,3.375
705,282,100,S,None,10,0,3.125
706,367,90,V,2014-11-17 14:15:00,10,1,3.25
707,293,60,V,2014-11-17 18:05:00,10,1,3.125
708,5,40,R,None,10,0,4.0
709,277,100,S,None,10,0,3.3277
710,390,100,S,None,10,0,4.25
711,349,57,R,None,10,0,3.75
712,128,100,S,None,10,0,3.25
713,465,100,S,None,10,0,3.0
714,199,100,S,None,10,0,2.625
715,20,100,S,None,10,0,3.25
716,397,90,V,2014-11-17 14:25:00,10,1,2.625
717,491,100,S,None,10,0,3.3277
718,299,100,S,None,10,0,2.875
719,476,66,R,None,10,0,3.75
720,183,90,V,2014-11-17 18:00:00,10,1,2.75
721,445,54,R,None,10,0,3.625
722,185,100,S,None,10,0,3.75
723,328,90,V,2014-11-17 15:30:00,10,1,3.625
724,129,100,S,None,10,0,3.875
725,64,100,S,None,10,0,3.875
726,312,100,S,None,10,0,3.75
727,302,100,S,None,10,0,3.0
728,469,90,V,2014-11-18 20:50:00,10,1,2.75
729,97,54,R,None,10,0,2.875
730,61,88,V,2014-11-17 14:40:00,10,1,2.375
731,280,100,S,None,10,0,3.0
732,395,100,S,None,10,0,3.625
733,196,100,S,None,10,0,3.3277
734,332,55,V,2014-11-22 17:15:00,10,1,2.875
735,14,100,S,None,10,0,3.75
736,231,90,V,2014-11-17 19:05:00,10,1,3.25
737,363,59,V,2014-11-17 14:30:00,10,1,2.75
738,331,100,S,None,10,0,3.3277
739,158,100,S,None,11,0,4.375
740,434,90,V,2014-11-24 14:50:00,11,1,2.25
741,327,100,S,None,11,0,2.5
742,455,90,V,2014-11-24 15:40:00,11,1,3.25
743,25,100,S,None,11,0,3.25
744,226,100,S,None,11,0,3.125
745,288,100,S,None,11,0,3.375
746,446,90,V,2014-11-24 17:10:00,11,1,2.375
747,311,90,V,2014-11-24 16:55:00,11,1,2.125
748,441,43,R,None,11,0,3.875
749,483,90,V,2014-11-24 17:30:00,11,1,4.125
750,230,100,S,None,11,0,3.3277
751,300,100,S,None,11,0,3.625
752,173,52,R,None,11,0,2.75
753,454,100,S,None,11,0,3.125
754,267,53,V,2014-11-24 16:40:00,11,1,3.125
755,9,60,V,2014-11-24 15:25:00,11,1,4.5
756,410,90,V,2014-11-24 14:15:00,11,1,3.875
757,388,100,S,None,11,0,3.25
758,22,100,S,None,11,0,3.75
759,337,100,S,None,11,0,2.75
760,426,49,R,None,11,0,4.0
761,98,77,V,2014-11-24 16:25:00,11,1,3.125
762,487,100,S,None,11,0,3.25
763,212,100,S,None,11,0,4.625
764,404,100,S,None,11,0,3.5
765,385,100,S,None,11,0,4.0
766,432,60,R,None,11,0,3.625
767,270,63,R,None,11,0,2.75
768,424,75,V,2014-11-24 14:35:00,11,1,3.75
769,439,90,V,2014-11-26 01:35:00,11,1,3.625
770,289,100,S,None,11,0,3.3277
771,197,48,V,2014-11-24 15:45:00,11,1,4.375
772,42,100,S,None,11,0,4.625
773,468,100,S,None,11,0,3.0
774,187,100,S,None,11,0,3.25
775,23,73,R,None,11,0,4.5
776,413,100,S,None,11,0,2.5
777,101,100,S,None,11,0,3.3277
778,100,100,S,None,11,0,3.625
779,155,100,S,None,11,0,3.3277
780,360,90,V,2014-11-26 20:30:00,11,1,2.875
781,55,62,V,2014-11-24 19:55:00,11,1,3.5
782,429,100,S,None,11,0,3.5
783,347,100,S,None,11,0,3.375
784,156,100,S,None,11,0,4.25
785,30,100,S,None,11,0,3.3277
786,224,69,V,2014-11-24 15:25:00,11,1,2.125
787,19,100,S,None,11,0,2.875
788,301,100,S,None,11,0,3.0
789,437,90,V,2014-11-24 14:15:00,11,1,2.875
790,244,100,S,None,11,0,3.875
791,449,90,V,2014-11-24 16:15:00,11,1,2.5
792,470,100,S,None,11,0,3.375
793,305,57,V,2014-11-24 14:35:00,11,1,2.25
794,398,100,S,None,11,0,3.0
795,147,50,R,None,11,0,3.125
796,225,100,S,None,11,0,2.75
797,359,100,S,None,11,0,2.375
798,188,100,S,None,11,0,2.5
799,136,90,V,2014-11-24 17:40:00,11,1,3.625
800,336,100,S,None,11,0,3.3277
801,130,61,R,None,11,0,3.125
802,60,83,V,2014-11-24 19:05:00,11,1,2.5
803,21,100,S,None,11,0,3.5
804,320,90,V,2014-11-24 17:20:00,11,1,3.25
805,462,100,S,None,11,0,3.875
806,229,100,S,None,11,0,3.25
807,448,100,S,None,11,0,3.0
808,375,100,S,None,11,0,3.125
809,223,100,S,None,11,0,3.25
810,234,100,S,None,11,0,3.3277
811,420,50,R,None,11,0,3.375
812,206,100,S,None,11,0,3.625
813,116,90,V,2014-11-24 15:40:00,11,1,2.75
814,240,100,S,None,11,0,3.3277
815,408,100,S,None,11,0,3.0
816,95,100,S,None,11,0,3.5
817,6,100,S,None,11,0,2.75
818,236,100,S,None,11,0,3.625
819,140,100,S,None,11,0,2.5
820,215,100,S,None,11,0,3.3277
821,49,90,V,2014-11-24 14:50:00,11,1,4.125
822,11,100,S,None,11,0,3.75
823,111,56,V,2014-11-24 14:10:00,11,1,2.75
824,122,100,S,None,11,0,2.5
825,51,100,S,None,11,0,3.5
826,456,100,S,None,11,0,3.3277
827,63,65,R,None,11,0,3.125
828,490,100,S,None,11,0,2.75
829,346,100,S,None,11,0,2.5
830,407,100,S,None,11,0,3.25
831,419,100,S,None,11,0,4.125
832,194,100,S,None,11,0,3.3277
833,403,90,V,2014-11-24 14:55:00,11,1,4.25
834,457,90,V,2014-11-24 16:15:00,11,1,3.125
835,165,100,S,None,11,0,3.0
836,268,47,R,None,11,0,3.3277
837,41,81,V,2014-11-24 16:05:00,11,1,3.875
838,90,100,S,None,11,0,3.125
839,71,71,V,2014-11-24 14:10:00,11,1,4.0
840,96,100,S,None,11,0,3.25
841,40,100,S,None,11,0,3.3277
842,208,100,S,None,11,0,3.3277
843,322,100,S,None,11,0,2.25
844,102,90,V,2014-11-25 16:55:00,11,1,3.3277
845,74,100,S,None,11,0,3.0
846,175,47,R,None,11,0,4.0
847,239,100,S,None,11,0,3.75
848,126,100,S,None,11,0,3.5
849,484,90,V,2014-11-24 14:10:00,11,1,3.3277
850,170,100,S,None,11,0,3.875
851,492,90,V,2014-11-24 14:10:00,11,1,3.0
852,313,90,V,2014-11-24 14:05:00,11,1,3.125
853,241,100,S,None,11,0,3.625
854,459,100,S,None,11,0,3.375
855,171,100,S,None,11,0,1.875
856,370,100,S,None,11,0,2.375
857,125,100,S,None,11,0,3.75
858,310,103,R,None,11,0,3.375
859,387,100,S,None,11,0,2.5
860,444,100,S,None,11,0,4.0
861,254,100,S,None,11,0,2.75
862,1,70,V,2014-11-25 18:00:00,11,1,3.125
863,138,100,S,None,11,0,3.3277
864,423,54,R,None,11,0,2.5
865,318,90,V,2014-11-24 14:15:00,11,1,3.75
866,365,54,R,None,11,0,4.625
867,18,51,V,2014-11-24 14:15:00,11,1,3.75
868,411,100,S,None,11,0,3.3277
869,489,100,S,None,11,0,3.625
870,164,90,V,2014-11-27 18:45:00,11,1,3.75
871,89,51,V,2014-11-24 15:50:00,11,1,2.25
872,114,100,S,None,11,0,3.75
873,186,100,S,None,11,0,2.375
874,458,90,V,2014-11-24 14:15:00,11,1,3.0
875,181,100,S,None,11,0,4.0
876,450,100,S,None,11,0,3.5
877,266,100,S,None,11,0,3.3277
878,471,72,R,None,11,0,3.5
879,157,90,V,2014-11-24 15:45:00,11,1,4.875
880,68,100,S,None,11,0,3.3277
881,295,100,S,None,11,0,3.0
882,76,60,V,2014-11-26 15:10:00,11,1,3.3277
883,106,100,S,None,11,0,3.3277
884,146,100,S,None,11,0,2.25
885,400,65,V,2014-11-24 16:00:00,11,1,3.75
886,294,100,S,None,11,0,4.375
887,303,55,R,None,11,0,4.375
888,361,100,S,None,11,0,4.625
889,374,100,S,None,11,0,1.625
890,202,100,S,None,11,0,3.375
891,149,100,S,None,11,0,2.5
892,265,68,V,2014-11-24 15:40:00,11,1,4.125
893,123,100,S,None,11,0,2.375
894,428,44,R,None,11,0,3.3277
895,59,100,S,None,11,0,3.125
896,131,100,S,None,11,0,4.0
897,415,100,S,None,11,0,3.75
898,222,71,R,None,11,0,3.625
899,62,100,S,None,11,0,3.3277
900,179,51,R,None,11,0,3.625
901,201,52,V,2014-11-24 19:00:00,11,1,3.0
902,373,90,V,2014-11-26 14:30:00,11,1,4.625
903,28,100,S,None,11,0,3.3277
904,85,100,S,None,11,0,2.75
905,160,48,R,None,11,0,4.25
906,356,63,V,2014-11-24 14:10:00,11,1,4.0
907,475,58,R,None,11,0,4.375
908,84,100,S,None,11,0,3.375
909,141,100,S,None,11,0,3.375
910,184,47,R,None,11,0,3.0
911,81,90,V,2014-11-24 14:50:00,11,1,2.625
912,371,100,S,None,11,0,3.0
913,233,100,S,None,11,0,3.375
914,58,100,S,None,11,0,2.625
915,392,41,R,None,11,0,2.875
916,161,100,S,None,11,0,3.3277
917,77,100,S,None,11,0,2.5
918,399,100,S,None,11,0,4.0
919,251,100,S,None,11,0,2.375
920,319,100,S,None,11,0,3.75
921,252,90,V,2014-11-25 12:40:00,11,1,2.75
922,339,100,S,None,11,0,3.375
923,366,100,S,None,11,0,3.375
924,69,79,V,2014-11-24 18:40:00,11,1,4.25
925,216,61,R,None,11,0,3.625
926,493,90,V,2014-11-24 14:15:00,11,1,2.375
927,298,61,V,2014-11-24 22:55:00,11,1,2.875
928,132,61,V,2014-11-25 01:50:00,11,1,3.625
929,44,100,S,None,11,0,3.3277
930,259,100,S,None,11,0,3.0
931,163,100,S,None,11,0,4.75
932,405,90,V,2014-11-26 22:25:00,11,1,3.3277
933,412,100,S,None,11,0,3.3277
934,258,100,S,None,11,0,2.75
935,232,100,S,None,11,0,4.5
936,12,50,R,None,11,0,3.625
937,54,100,S,None,11,0,3.3277
938,383,100,S,None,11,0,2.25
939,43,63,R,None,11,0,4.125
940,391,100,S,None,11,0,3.5
941,245,100,S,None,11,0,3.3277
942,296,100,S,None,11,0,2.75
943,417,54,R,None,11,0,3.375
944,442,100,S,None,11,0,3.3277
945,66,90,V,2014-11-25 05:15:00,11,1,3.375
946,401,90,V,2014-11-26 03:20:00,11,1,2.625
947,110,100,S,None,11,0,3.0
948,264,43,R,None,11,0,4.0
949,150,62,R,None,11,0,3.625
950,35,90,V,2014-11-26 14:35:00,11,1,3.3277
951,15,100,S,None,11,0,3.375
952,190,100,S,None,11,0,2.75
953,75,100,S,None,11,0,4.5
954,228,100,S,None,11,0,2.75
955,364,100,S,None,11,0,1.875
956,381,100,S,None,11,0,3.3277
957,65,71,V,2014-11-25 13:25:00,11,1,3.375
958,358,90,V,2014-11-26 14:10:00,11,1,3.375
959,250,44,R,None,11,0,4.875
960,203,90,V,2014-11-24 14:30:00,11,1,2.875
961,275,100,S,None,11,0,2.375
962,291,100,S,None,11,0,3.3277
963,57,100,S,None,11,0,2.5
964,430,100,S,None,11,0,3.75
965,144,100,S,None,11,0,4.0
966,354,100,S,None,11,0,2.75
967,80,100,S,None,11,0,3.75
968,2,100,S,None,11,0,2.875
969,384,100,S,None,11,0,2.5
970,433,100,S,None,11,0,3.3277
971,3,90,V,2014-11-24 15:35:00,11,1,4.25
972,70,58,V,2014-11-24 17:10:00,11,1,4.75
973,304,100,S,None,11,0,3.3277
974,204,100,S,None,11,0,3.3277
975,478,57,R,None,11,0,3.3277
976,376,100,S,None,11,0,3.625
977,427,100,S,None,11,0,3.5
978,290,100,S,None,11,0,3.5
979,461,90,V,2014-11-24 18:10:00,11,1,4.0
980,435,100,S,None,11,0,3.625
981,285,100,S,None,11,0,2.875
982,353,100,S,None,11,0,1.5
983,237,100,S,None,11,0,3.5
984,127,90,V,2014-11-27 16:20:00,11,1,3.0
985,50,100,S,None,11,0,3.3277
986,283,100,S,None,11,0,3.3277
987,261,90,V,2014-11-25 03:10:00,11,1,4.25
988,451,100,S,None,11,0,2.25
989,48,100,S,None,11,0,3.3277
990,486,90,V,2014-11-24 14:15:00,11,1,3.125
991,38,90,V,2014-11-24 16:05:00,11,1,3.25
992,260,49,R,None,11,0,3.125
993,345,90,V,2014-11-24 14:10:00,11,1,3.625
994,443,100,S,None,11,0,3.375
995,10,100,S,None,11,0,3.3277
996,159,90,V,2014-11-24 17:00:00,11,1,2.875
997,180,90,V,2014-11-24 21:30:00,11,1,3.125
998,247,63,V,2014-11-24 14:25:00,11,1,3.75
999,24,100,S,None,11,0,4.375
1000,118,53,V,2014-11-24 15:05:00,11,1,4.375
1001,133,100,S,None,11,0,3.0
1002,207,100,S,None,11,0,2.375
1003,124,100,S,None,11,0,3.375
1004,386,90,V,2014-11-25 11:35:00,11,1,3.25
1005,166,90,V,2014-11-24 15:45:00,11,1,4.0
1006,379,100,S,None,11,0,3.875
1007,178,100,S,None,11,0,2.375
1008,477,100,S,None,11,0,3.5
1009,394,100,S,None,11,0,2.875
1010,219,90,V,2014-11-24 14:10:00,11,1,2.25
1011,8,100,S,None,11,0,4.5
1012,246,90,V,2014-11-24 14:35:00,11,1,4.375
1013,272,100,S,None,11,0,3.3277
1014,162,52,V,2014-11-28 14:15:00,11,1,3.875
1015,248,90,V,2014-11-24 14:55:00,11,1,3.625
1016,83,100,S,None,11,0,2.625
1017,409,90,V,2014-11-24 18:20:00,11,1,3.125
1018,4,100,S,None,11,0,2.5
1019,119,90,V,2014-11-24 14:15:00,11,1,2.75
1020,151,100,S,None,11,0,2.25
1021,340,100,S,None,11,0,3.125
1022,416,100,S,None,11,0,3.375
1023,453,100,S,None,11,0,2.75
1024,52,90,V,2014-11-24 14:10:00,11,1,3.5
1025,142,49,R,None,11,0,3.875
1026,286,90,V,2014-11-24 14:30:00,11,1,4.25
1027,33,37,R,None,11,0,3.625
1028,309,100,S,None,11,0,2.25
1029,191,90,V,2014-11-24 14:10:00,11,1,3.125
1030,314,90,V,2014-11-24 14:10:00,11,1,3.375
1031,13,90,V,2014-11-24 15:10:00,11,1,3.75
1032,249,100,S,None,11,0,3.75
1033,121,73,R,None,11,0,3.3277
1034,343,71,R,None,11,0,3.875
1035,36,91,R,None,11,0,3.125
1036,218,100,S,None,11,0,3.875
1037,16,90,V,2014-11-24 14:45:00,11,1,3.75
1038,209,100,S,None,11,0,3.3277
1039,93,100,S,None,11,0,3.5
1040,389,100,S,None,11,0,2.875
1041,431,100,S,None,11,0,3.125
1042,73,100,S,None,11,0,3.0
1043,278,90,V,2014-11-24 17:05:00,11,1,4.0
1044,329,100,S,None,11,0,3.0
1045,91,48,V,2014-11-26 00:35:00,11,1,2.875
1046,307,100,S,None,11,0,3.25
1047,99,100,S,None,11,0,3.3277
1048,257,90,V,2014-11-24 14:10:00,11,1,3.25
1049,72,100,S,None,11,0,3.75
1050,227,100,S,None,11,0,3.625
1051,39,100,S,None,11,0,4.125
1052,198,55,R,None,11,0,3.125
1053,168,100,S,None,11,0,3.3277
1054,372,90,V,2014-11-24 14:10:00,11,1,4.75
1055,27,68,V,2014-11-24 14:10:00,11,1,3.875
1056,480,100,S,None,11,0,3.3277
1057,281,100,S,None,11,0,3.3277
1058,292,100,S,None,11,0,2.75
1059,120,100,S,None,11,0,3.625
1060,306,100,S,None,11,0,3.125
1061,263,90,V,2014-11-24 14:25:00,11,1,3.375
1062,279,64,V,2014-11-24 14:10:00,11,1,3.875
1063,139,43,R,None,11,0,3.3277
1064,67,44,R,None,11,0,4.25
1065,154,46,R,None,11,0,2.5
1066,105,90,V,2014-11-24 14:10:00,11,1,3.125
1067,324,100,S,None,11,0,3.3277
1068,326,100,S,None,11,0,3.3277
1069,382,100,S,None,11,0,3.5
1070,104,71,V,2014-11-24 14:30:00,11,1,3.875
1071,315,100,S,None,11,0,3.3277
1072,460,90,V,2014-11-24 14:10:00,11,1,2.125
1073,402,90,V,2014-11-24 16:45:00,11,1,3.25
1074,172,100,S,None,11,0,3.0
1075,167,100,S,None,11,0,3.375
1076,282,100,S,None,11,0,3.125
1077,367,54,R,None,11,0,3.25
1078,293,65,V,2014-11-24 14:35:00,11,1,3.125
1079,5,90,V,2014-11-26 14:10:00,11,1,4.0
1080,277,100,S,None,11,0,3.3277
1081,390,100,S,None,11,0,4.25
1082,349,100,S,None,11,0,3.75
1083,128,100,S,None,11,0,3.25
1084,465,90,V,2014-11-25 19:05:00,11,1,3.0
1085,199,100,S,None,11,0,2.625
1086,20,100,S,None,11,0,3.25
1087,397,78,V,2014-11-24 14:10:00,11,1,2.625
1088,491,100,S,None,11,0,3.3277
1089,299,100,S,None,11,0,2.875
1090,476,100,S,None,11,0,3.75
1091,183,90,V,2014-11-25 05:30:00,11,1,2.75
1092,445,90,V,2014-11-25 14:10:00,11,1,3.625
1093,185,100,S,None,11,0,3.75
1094,328,80,V,2014-11-24 19:05:00,11,1,3.625
1095,129,100,S,None,11,0,3.875
1096,64,51,R,None,11,0,3.875
1097,302,100,S,None,11,0,3.0
1098,469,90,V,2014-11-28 17:35:00,11,1,2.75
1099,97,59,V,2014-11-25 03:10:00,11,1,2.875
1100,61,90,V,2014-11-24 14:30:00,11,1,2.375
1101,280,100,S,None,11,0,3.0
1102,395,100,S,None,11,0,3.625
1103,196,100,S,None,11,0,3.3277
1104,332,90,V,2014-11-26 23:45:00,11,1,2.875
1105,14,44,R,None,11,0,3.75
1106,231,90,V,2014-11-24 17:10:00,11,1,3.25
1107,363,90,V,2014-11-24 14:10:00,11,1,2.75
1108,331,100,S,None,11,0,3.3277
1109,158,100,S,None,12,0,4.375
1110,434,45,R,None,12,0,2.25
1111,327,66,R,None,12,0,2.5
1112,455,90,V,2014-12-01 14:10:00,12,1,3.25
1113,137,100,S,None,12,0,1.625
1114,25,46,R,None,12,0,3.25
1115,226,100,S,None,12,0,3.125
1116,288,100,S,None,12,0,3.375
1117,446,90,V,2014-12-01 15:10:00,12,1,2.375
1118,311,90,V,2014-12-01 20:45:00,12,1,2.125
1119,441,77,V,2014-12-01 14:20:00,12,1,3.875
1120,483,80,V,2014-12-01 14:15:00,12,1,4.125
1121,230,100,S,None,12,0,3.3277
1122,300,100,S,None,12,0,3.625
1123,173,100,S,None,12,0,2.75
1124,454,90,V,2014-12-03 02:35:00,12,1,3.125
1125,267,90,V,2014-12-01 14:10:00,12,1,3.125
1126,9,90,V,2014-12-01 18:00:00,12,1,4.5
1127,34,100,S,None,12,0,2.375
1128,410,90,V,2014-12-01 14:30:00,12,1,3.875
1129,0,100,S,None,12,0,3.3277
1130,388,100,S,None,12,0,3.25
1131,337,100,S,None,12,0,2.75
1132,426,90,V,2014-12-01 17:30:00,12,1,4.0
1133,98,71,V,2014-12-01 17:30:00,12,1,3.125
1134,487,100,S,None,12,0,3.25
1135,212,100,S,None,12,0,4.625
1136,404,100,S,None,12,0,3.5
1137,385,100,S,None,12,0,4.0
1138,432,100,S,None,12,0,3.625
1139,270,100,S,None,12,0,2.75
1140,424,90,V,2014-12-01 14:15:00,12,1,3.75
1141,439,90,V,2014-12-01 14:10:00,12,1,3.625
1142,289,100,S,None,12,0,3.3277
1143,197,63,V,2014-12-01 14:20:00,12,1,4.375
1144,42,100,S,None,12,0,4.625
1145,468,100,S,None,12,0,3.0
1146,187,42,R,None,12,0,3.25
1147,23,39,R,None,12,0,4.5
1148,413,100,S,None,12,0,2.5
1149,101,100,S,None,12,0,3.3277
1150,100,100,S,None,12,0,3.625
1151,155,100,S,None,12,0,3.3277
1152,135,90,V,2014-12-01 20:40:00,12,1,3.75
1153,360,90,V,2014-12-01 17:45:00,12,1,2.875
1154,429,90,V,2014-12-01 16:35:00,12,1,3.5
1155,347,100,S,None,12,0,3.375
1156,156,100,S,None,12,0,4.25
1157,30,100,S,None,12,0,3.3277
1158,47,100,S,None,12,0,3.3277
1159,224,90,V,2014-12-01 23:25:00,12,1,2.125
1160,19,100,S,None,12,0,2.875
1161,301,41,R,None,12,0,3.0
1162,437,56,V,2014-12-01 17:10:00,12,1,2.875
1163,244,53,V,2014-12-01 15:20:00,12,1,3.875
1164,449,90,V,2014-12-01 14:25:00,12,1,2.5
1165,470,100,S,None,12,0,3.375
1166,305,100,S,None,12,0,2.25
1167,398,100,S,None,12,0,3.0
1168,147,100,S,None,12,0,3.125
1169,225,100,S,None,12,0,2.75
1170,359,100,S,None,12,0,2.375
1171,188,100,S,None,12,0,2.5
1172,136,59,V,2014-12-01 14:35:00,12,1,3.625
1173,336,100,S,None,12,0,3.3277
1174,56,100,S,None,12,0,3.375
1175,130,49,R,None,12,0,3.125
1176,60,90,V,2014-12-01 17:20:00,12,1,2.5
1177,21,100,S,None,12,0,3.5
1178,320,90,V,2014-12-02 16:40:00,12,1,3.25
1179,462,48,R,None,12,0,3.875
1180,229,100,S,None,12,0,3.25
1181,448,50,R,None,12,0,3.0
1182,375,100,S,None,12,0,3.125
1183,223,100,S,None,12,0,3.25
1184,234,100,S,None,12,0,3.3277
1185,420,51,R,None,12,0,3.375
1186,206,100,S,None,12,0,3.625
1187,116,58,V,2014-12-01 14:30:00,12,1,2.75
1188,240,100,S,None,12,0,3.3277
1189,408,100,S,None,12,0,3.0
1190,95,100,S,None,12,0,3.5
1191,6,100,S,None,12,0,2.75
1192,236,100,S,None,12,0,3.625
1193,140,100,S,None,12,0,2.5
1194,215,100,S,None,12,0,3.3277
1195,49,41,R,None,12,0,4.125
1196,11,47,R,None,12,0,3.75
1197,111,90,V,2014-12-01 14:05:00,12,1,2.75
1198,86,55,R,None,12,0,3.125
1199,122,100,S,None,12,0,2.5
1200,51,100,S,None,12,0,3.5
1201,490,100,S,None,12,0,2.75
1202,346,42,R,None,12,0,2.5
1203,407,90,V,2014-12-01 14:50:00,12,1,3.25
1204,419,83,R,None,12,0,4.125
1205,194,100,S,None,12,0,3.3277
1206,403,90,V,2014-12-01 14:10:00,12,1,4.25
1207,457,90,V,2014-12-01 15:30:00,12,1,3.125
1208,165,51,R,None,12,0,3.0
1209,268,100,S,None,12,0,3.3277
1210,41,90,V,2014-12-01 14:10:00,12,1,3.875
1211,90,100,S,None,12,0,3.125
1212,71,58,V,2014-12-01 14:15:00,12,1,4.0
1213,96,100,S,None,12,0,3.25
1214,40,100,S,None,12,0,3.3277
1215,208,100,S,None,12,0,3.3277
1216,322,100,S,None,12,0,2.25
1217,102,68,R,None,12,0,3.3277
1218,74,80,R,None,12,0,3.0
1219,175,53,R,None,12,0,4.0
1220,239,42,R,None,12,0,3.75
1221,126,40,R,None,12,0,3.5
1222,484,90,V,2014-12-01 23:30:00,12,1,3.3277
1223,170,100,S,None,12,0,3.875
1224,492,90,V,2014-12-01 14:10:00,12,1,3.0
1225,313,90,V,2014-12-01 16:55:00,12,1,3.125
1226,241,43,R,None,12,0,3.625
1227,171,100,S,None,12,0,1.875
1228,370,100,S,None,12,0,2.375
1229,125,90,V,2014-12-02 15:40:00,12,1,3.75
1230,310,53,R,None,12,0,3.375
1231,387,100,S,None,12,0,2.5
1232,444,100,S,None,12,0,4.0
1233,1,100,S,None,12,0,3.125
1234,138,100,S,None,12,0,3.3277
1235,423,100,S,None,12,0,2.5
1236,318,90,V,2014-12-01 14:10:00,12,1,3.75
1237,365,100,S,None,12,0,4.625
1238,411,100,S,None,12,0,3.3277
1239,489,100,S,None,12,0,3.625
1240,164,100,S,None,12,0,3.75
1241,89,90,V,2014-12-01 14:20:00,12,1,2.25
1242,114,100,S,None,12,0,3.75
1243,186,100,S,None,12,0,2.375
1244,458,47,R,None,12,0,3.0
1245,181,51,R,None,12,0,4.0
1246,450,100,S,None,12,0,3.5
1247,266,100,S,None,12,0,3.3277
1248,471,44,R,None,12,0,3.5
1249,157,48,V,2014-12-01 14:30:00,12,1,4.875
1250,68,100,S,None,12,0,3.3277
1251,438,90,V,2014-12-05 14:15:00,12,1,3.3277
1252,295,100,S,None,12,0,3.0
1253,76,87,V,2014-12-01 16:20:00,12,1,3.3277
1254,106,100,S,None,12,0,3.3277
1255,146,59,V,2014-12-06 23:25:00,12,1,2.25
1256,400,53,V,2014-12-01 14:10:00,12,1,3.75
1257,294,100,S,None,12,0,4.375
1258,467,100,S,None,12,0,2.75
1259,303,100,S,None,12,0,4.375
1260,361,100,S,None,12,0,4.625
1261,374,100,S,None,12,0,1.625
1262,202,100,S,None,12,0,3.375
1263,149,100,S,None,12,0,2.5
1264,265,100,S,None,12,0,4.125
1265,123,100,S,None,12,0,2.375
1266,428,88,R,None,12,0,3.3277
1267,59,100,S,None,12,0,3.125
1268,131,52,R,None,12,0,4.0
1269,415,100,S,None,12,0,3.75
1270,334,100,S,None,12,0,1.875
1271,222,51,R,None,12,0,3.625
1272,62,100,S,None,12,0,3.3277
1273,179,59,R,None,12,0,3.625
1274,201,37,R,None,12,0,3.0
1275,373,100,S,None,12,0,4.625
1276,28,90,V,2014-12-01 19:10:00,12,1,3.3277
1277,160,100,S,None,12,0,4.25
1278,356,90,V,2014-12-01 14:10:00,12,1,4.0
1279,475,100,S,None,12,0,4.375
1280,84,100,S,None,12,0,3.375
1281,141,100,S,None,12,0,3.375
1282,184,100,S,None,12,0,3.0
1283,81,90,V,2014-12-01 14:10:00,12,1,2.625
1284,371,100,S,None,12,0,3.0
1285,233,100,S,None,12,0,3.375
1286,58,100,S,None,12,0,2.625
1287,392,90,V,2014-12-01 14:15:00,12,1,2.875
1288,161,100,S,None,12,0,3.3277
1289,77,100,S,None,12,0,2.5
1290,399,100,S,None,12,0,4.0
1291,251,100,S,None,12,0,2.375
1292,319,100,S,None,12,0,3.75
1293,252,90,V,2014-12-01 14:10:00,12,1,2.75
1294,366,100,S,None,12,0,3.375
1295,69,90,V,2014-12-01 14:10:00,12,1,4.25
1296,216,62,R,None,12,0,3.625
1297,493,56,R,None,12,0,2.375
