,user,wave_no,vaccination_time,total_interactions,vaccinated_interactions,infected_interactions,recovered_interactions,susceptible_interactions,vaccinated_all,infected_all,recovered_all,susceptible_all
0,88,7,,811,16.029593094944513,3.45252774352651,19.60542540073983,50.55487053020962,29.50391644908616,0.0,27.15404699738904,43.34203655352481
1,158,7,,696,24.71264367816092,0.0,7.040229885057471,68.24712643678161,29.50391644908616,0.0,27.15404699738904,43.34203655352481
2,434,7,,21,23.809523809523807,0.0,0.0,76.19047619047619,29.50391644908616,0.0,27.15404699738904,43.34203655352481
3,327,7,,1238,21.80936995153473,0.5654281098546041,20.274636510500805,53.79644588045234,29.50391644908616,0.0,27.15404699738904,43.34203655352481
4,455,7,,382,13.089005235602096,0.0,30.104712041884817,55.49738219895288,29.50391644908616,0.0,27.15404699738904,43.34203655352481
5,137,7,,318,13.522012578616351,16.666666666666664,14.150943396226417,51.886792452830186,29.50391644908616,0.0,27.15404699738904,43.34203655352481
6,25,7,,296,34.12162162162162,0.0,10.135135135135137,55.74324324324324,29.50391644908616,0.0,27.15404699738904,43.34203655352481
7,226,7,,431,22.041763341067284,2.088167053364269,15.081206496519725,60.556844547563806,29.50391644908616,0.0,27.15404699738904,43.34203655352481
8,288,7,2014-10-27 17:05:00,1268,23.34384858044164,0.6309148264984227,21.214511041009462,54.02208201892744,29.50391644908616,0.0,27.15404699738904,43.34203655352481
9,446,7,2014-10-27 14:15:00,1078,0.8348794063079777,7.142857142857142,21.89239332096475,65.12059369202227,29.50391644908616,0.0,27.15404699738904,43.34203655352481
10,311,7,2014-10-27 17:20:00,3388,29.60448642266824,3.010625737898465,16.971664698937428,46.54663518299882,29.50391644908616,0.0,27.15404699738904,43.34203655352481
11,441,7,2014-10-28 14:10:00,1801,22.376457523598,7.440310938367574,23.54247640199889,44.97501388117712,29.50391644908616,0.0,27.15404699738904,43.34203655352481
12,483,7,2014-10-28 04:00:00,1317,19.81776765375854,11.84510250569476,27.33485193621868,40.62262718299165,29.50391644908616,0.0,27.15404699738904,43.34203655352481
13,300,7,2014-10-27 14:35:00,1150,40.78260869565217,4.260869565217392,17.043478260869566,34.78260869565217,29.50391644908616,0.0,27.15404699738904,43.34203655352481
14,173,7,,528,45.07575757575758,1.3257575757575757,16.477272727272727,34.659090909090914,29.50391644908616,0.0,27.15404699738904,43.34203655352481
15,454,7,,347,16.42651296829971,3.170028818443804,25.072046109510087,52.44956772334294,29.50391644908616,0.0,27.15404699738904,43.34203655352481
