,user,wave_no,day,vaccinated,total_interactions,vaccinated_interactions,infected_interactions,recovered_interactions,susceptible_interactions,vaccinated_all,infected_all,recovered_all,susceptible_all,is_infected
0,88,8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,88,8,2,1,337,0.0,0.0,0.0,100.0,19.230769230769237,0.6072874493927127,0.0,80.16194331983806,0
2,88,8,3,1,14,100.0,0.0,0.0,0.0,20.647773279352226,0.20242914979757087,0.6072874493927124,78.54251012145748,0
3,88,8,4,1,0,0.0,0.0,0.0,0.0,21.457489878542514,0.0,0.8097165991902836,77.7327935222672,0
4,88,8,5,1,318,41.82389937106918,0.0,0.0,58.17610062893082,21.862348178137648,0.0,0.8097165991902835,77.32793522267207,0
5,88,8,6,1,0,0.0,0.0,0.0,0.0,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
6,88,8,7,1,0,0.0,0.0,0.0,0.0,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
7,158,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,158,8,2,0,0,0.0,0.0,0.0,0.0,19.230769230769237,0.6072874493927127,0.0,80.16194331983806,0
9,158,8,3,0,77,24.675324675324678,0.0,0.0,75.32467532467533,20.647773279352226,0.20242914979757087,0.6072874493927124,78.54251012145748,0
10,158,8,4,0,147,42.17687074829932,0.0,0.0,57.82312925170068,21.457489878542514,0.0,0.8097165991902836,77.7327935222672,0
11,158,8,5,0,54,0.0,0.0,0.0,100.0,21.862348178137648,0.0,0.8097165991902835,77.32793522267207,0
12,158,8,6,0,129,30.23255813953488,0.0,0.0,69.76744186046511,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
13,158,8,7,0,0,0.0,0.0,0.0,0.0,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
14,434,8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,434,8,2,1,492,0.0,0.0,0.0,100.0,19.230769230769237,0.6072874493927127,0.0,80.16194331983806,0
16,434,8,3,1,102,57.84313725490197,0.0,0.0,42.15686274509804,20.647773279352226,0.20242914979757087,0.6072874493927124,78.54251012145748,0
17,434,8,4,1,0,0.0,0.0,0.0,0.0,21.457489878542514,0.0,0.8097165991902836,77.7327935222672,0
18,434,8,5,1,0,0.0,0.0,0.0,0.0,21.862348178137648,0.0,0.8097165991902835,77.32793522267207,0
19,434,8,6,1,0,0.0,0.0,0.0,0.0,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
20,434,8,7,1,0,0.0,0.0,0.0,0.0,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
21,327,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,327,8,2,0,119,0.0,0.0,0.0,100.0,19.230769230769237,0.6072874493927127,0.0,80.16194331983806,0
23,327,8,3,0,247,26.72064777327935,0.0,0.0,73.27935222672063,20.647773279352226,0.20242914979757087,0.6072874493927124,78.54251012145748,0
24,327,8,4,0,18,16.666666666666664,0.0,0.0,83.33333333333334,21.457489878542514,0.0,0.8097165991902836,77.7327935222672,0
25,327,8,5,0,178,38.20224719101123,0.0,0.0,61.79775280898876,21.862348178137648,0.0,0.8097165991902835,77.32793522267207,0
26,327,8,6,0,377,29.177718832891244,0.0,0.0,70.82228116710876,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
27,327,8,7,0,23,4.3478260869565215,0.0,0.0,95.65217391304348,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
28,455,8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,455,8,2,1,27,0.0,0.0,0.0,100.0,19.230769230769237,0.6072874493927127,0.0,80.16194331983806,0
30,455,8,3,1,0,0.0,0.0,0.0,0.0,20.647773279352226,0.20242914979757087,0.6072874493927124,78.54251012145748,0
31,455,8,4,1,0,0.0,0.0,0.0,0.0,21.457489878542514,0.0,0.8097165991902836,77.7327935222672,0
32,455,8,5,1,0,0.0,0.0,0.0,0.0,21.862348178137648,0.0,0.8097165991902835,77.32793522267207,0
33,455,8,6,1,238,52.10084033613446,0.0,0.0,47.89915966386555,22.874493927125506,0.0,0.8097165991902836,76.3157894736842,0
